IR,Red
66821,71121
66847,71169
66830,71174
66812,71162
66843,71179
66846,71186
66847,71168
66808,71165
66852,71186
66810,71174
66808,71146
66847,71122
66801,71133
66795,71076
66808,71078
66773,71088
66805,71065
66812,71078
66788,71083
66776,71028
66792,71027
66787,71067
66774,71041
66778,71060
66762,71069
66767,71010
66798,71023
66773,71039
66760,71023
66784,71028
66794,71039
66765,71019
66780,71022
66772,71035
66772,71050
66779,71022
66784,71033
66744,71072
66753,71044
66793,71045
66743,71039
66778,71033
66803,71049
66750,71038
66769,71022
66786,71008
66758,71056
66768,71024
66792,71026
66756,71033
66767,71049
66785,71062
66759,71039
66774,71028
66779,71063
66745,71020
66761,71044
66787,71049
66747,71079
66764,71063
66781,71043
66761,71068
66774,71055
66807,71076
66766,71097
66769,71043
66792,71067
66772,71094
66778,71059
66803,71083
66788,71108
66793,71055
66787,71081
66803,71103
66795,71086
66785,71077
66811,71091
66772,71093
66775,71077
66823,71114
66764,71119
66797,71085
66803,71101
66798,71123
66769,71097
66816,71109
66770,71146
66778,71094
66814,71129
66796,71121
66786,71119
66813,71135
66808,71141
66782,71131
66798,71081
66787,71116
66776,71071
66783,71046
66781,71034
66764,71006
66763,71005
66737,71040
66755,71008
66755,70999
66784,71018
66724,70993
66753,70986
66780,70987
66724,71000
66734,70973
66769,70974
66721,70983
66727,70978
66754,70984
66734,70981
66731,70958
66764,70970
66718,71001
66734,70969
66757,70974
66730,70995
66739,70975
66735,70982
66729,71013
66741,70991
66765,70990
66729,71027
66739,70963
66767,70975
66740,71018
66744,70966
66740,70973
66734,70990
66732,70976
66720,70985
66749,70994
66724,70974
66737,70992
66742,71010
66729,70981
66722,70990
66763,71024
66715,71002
66742,70992
66780,71029
66722,71008
66734,70994
66763,71029
66729,71032
66724,71000
66744,71006
66750,71028
66744,70990
66757,71023
66753,71031
66735,71008
66751,71016
66737,71050
66735,71020
66768,71004
66759,71049
66743,71032
66751,71032
66787,71029
66736,71048
66738,71026
66790,71052
66752,71076
66747,71023
66792,71051
66781,71078
66766,71071
66768,71044
66775,71092
66756,71062
66754,71040
66788,71049
66738,71045
66748,71009
66763,71002
66726,71027
66722,70969
66746,70969
66694,70983
66707,70963
66726,70934
66726,70959
66709,70944
66734,70955
66713,70965
66712,70916
66701,70941
66713,70960
66710,70918
66701,70919
66734,70949
66675,70962
66702,70902
66725,70935
66688,70956
66688,70901
66717,70921
66721,70958
66704,70933
66711,70923
66721,70951
66719,70930
66705,70945
66727,70930
66686,70955
66703,70936
66698,70957
66692,70969
66703,70930
66717,70947
66687,70945
66704,70926
66740,70956
66677,70981
66704,70954
66705,70951
66671,70954
66702,70920
66730,70942
66713,70976
66701,70954
66733,70955
66715,70979
66706,70951
66710,70968
66717,70995
66711,70971
66735,70967
66718,70997
66708,70971
66703,70974
66760,70981
66694,70992
66697,70980
66734,70974
66694,71032
66717,70984
66741,70987
66724,71029
66724,70990
66749,71005
66725,71018
66717,71002
66727,71002
66731,71022
66705,71017
66743,71007
66745,70989
66697,71013
66718,70954
66726,70975
66692,70977
66694,70906
66726,70940
66708,70924
66686,70893
66700,70902
66683,70926
66665,70898
66676,70893
66718,70916
66695,70918
66683,70872
66717,70911
66666,70907
66655,70876
66689,70871
66692,70894
66690,70850
66704,70881
66670,70904
66653,70890
66663,70901
66702,70896
66667,70914
66684,70886
66721,70899
66660,70909
66660,70883
66680,70904
66689,70903
66665,70886
66702,70908
66700,70920
66661,70889
66681,70904
66699,70901
66672,70920
66680,70900
66712,70914
66676,70923
66698,70906
66723,70902
66667,70908
66675,70913
66702,70903
66674,70922
66679,70917
66697,70912
66680,70949
66682,70919
66713,70917
66677,70955
66673,70922
66725,70937
66666,70971
66685,70920
66713,70945
66699,70966
66689,70933
66706,70944
66698,70968
66688,70923
66689,70956
66700,70978
66675,70939
66697,70951
66703,70965
66701,70967
66726,70959
66713,70993
66710,70968
66728,70978
66716,70987
66713,70990
66707,70975
66731,71006
66696,71009
66725,70999
66743,71007
66721,71008
66725,70966
66732,70974
66697,70964
66699,70941
66702,70932
66670,70936
66668,70909
66685,70901
66716,70902
66676,70892
66673,70882
66684,70896
66656,70909
66664,70873
66699,70876
66655,70910
66664,70869
66686,70865
66662,70901
66668,70859
66677,70862
66673,70888
66662,70858
66667,70868
66679,70895
66656,70867
66676,70859
66683,70889
66649,70910
66677,70871
66699,70900
66652,70881
66680,70884
66699,70910
66653,70903
66670,70871
66689,70909
66643,70894
66672,70898
66677,70900
66678,70926
66658,70877
66687,70880
66674,70904
66656,70915
66663,70901
66710,70910
66669,70904
66682,70890
66696,70896
66663,70948
66680,70885
66701,70903
66695,70940
66680,70911
66688,70919
66703,70940
66663,70933
66678,70927
66715,70925
66676,70951
66684,70923
66729,70951
66680,70958
66687,70943
66725,70957
66689,70990
66697,70949
66712,70973
66711,70976
66699,70966
66713,70967
66707,70996
66693,70976
66695,70979
66738,70986
66717,70994
66713,70972
66742,70983
66708,71014
66707,71003
66748,71020
66689,71025
66732,71009
66744,71014
66700,71026
66713,70984
66729,70975
66687,70991
66723,70938
66720,70954
66693,70957
66675,70909
66731,70930
66684,70929
66691,70889
66699,70913
66681,70937
66679,70922
66688,70893
66699,70934
66683,70903
66666,70882
66702,70928
66661,70911
66702,70896
66707,70910
66675,70897
66667,70910
66706,70915
66659,70919
66681,70915
66722,70906
66676,70903
66675,70909
66703,70921
66651,70924
66678,70897
66713,70925
66704,70950
66696,70908
66729,70914
66663,70940
66689,70896
66701,70921
66693,70933
66706,70937
66695,70926
66714,70941
66691,70937
66703,70943
66718,70962
66702,70928
66729,70927
66696,70964
66705,70946
66694,70957
66727,70958
66693,70979
66693,70936
66724,70949
66697,71001
66703,70946
66710,70958
66714,70987
66703,70970
66731,70971
66727,71011
66716,70986
66741,70980
66747,71002
66713,70981
66716,70994
66755,71021
66705,71019
66737,71010
66750,71000
66699,71021
66732,71027
66770,71006
66716,71045
66744,71013
66764,71048
66713,71050
66730,71018
66751,71033
66742,71043
66732,71002
66742,71000
66720,71023
66719,70981
66725,70955
66718,70981
66702,70960
66719,70940
66699,70952
66697,70944
66708,70939
66741,70949
66693,70954
66709,70918
66742,70927
66698,70959
66699,70923
66704,70941
66712,70933
66712,70904
66716,70934
66723,70963
66700,70918
66716,70943
66728,70949
66707,70938
66700,70938
66739,70937
66685,70954
66716,70949
66752,70958
66696,70952
66695,70930
66742,70956
66676,70951
66717,70943
66734,70959
66730,70959
66715,70931
66720,70939
66716,70962
66706,70932
66744,70947
66728,70972
66710,70937
66736,70975
66733,71001
66713,70963
66734,70962
66750,70993
66716,70965
66729,70971
66744,70991
66722,70990
66734,71004
66733,70999
66710,70997
66736,70996
66763,71020
66730,71027
66753,71010
66782,71002
66724,71036
66735,70994
66757,71020
66746,71027
66741,71007
66767,71012
66739,71031
66726,71002
66747,71031
66755,71045
66756,71025
66769,71047
66774,71062
66759,71060
66750,71048
66771,71072
66781,71063
66775,71057
66795,71055
66737,71095
66763,71069
66801,71072
66744,71072
66784,71044
66776,71041
66734,71055
66747,70973
66749,70985
66735,70988
66731,70977
66745,70943
66767,70975
66738,70970
66729,70940
66750,70948
66714,70962
66718,70949
66759,70971
66719,70968
66724,70953
66752,70942
66712,70970
66718,70938
66746,70963
66696,70971
66720,70911
66760,70956
66723,70975
66731,70932
66743,70959
66716,70981
66744,70939
66754,70957
66744,71013
66712,70946
66738,70954
66746,70976
66734,70946
66756,70961
66733,70998
66744,70949
66721,70971
66733,70988
66730,70970
66756,70980
66741,70978
66740,70987
66717,70982
66751,70983
66735,70999
66741,70972
66770,70986
66745,71032
66750,70973
66764,70993
66766,71016
66734,70985
66745,71019
66770,71022
66732,71032
66751,71021
66780,71013
66739,71025
66745,71005
66775,71010
66741,71044
66764,71019
66779,71031
66759,71074
66757,71020
66779,71043
66755,71063
66770,71033
66798,71045
66766,71070
66768,71053
66801,71050
66779,71094
66773,71066
66790,71084
66789,71092
66790,71087
66800,71070
66799,71102
66790,71070
66804,71089
66799,71102
66792,71093
66796,71096
66805,71083
66771,71104
66778,71074
66805,71053
66757,71063
66763,71027
66790,71029
66758,71042
66763,71003
66768,70992
66764,71033
66752,70974
66771,70979
66749,71000
66752,70972
66766,70997
66759,71020
66758,70961
66774,70999
66757,70993
66740,70982
66747,70985
66765,71008
66773,71008
66774,70985
66773,71010
66741,71010
66781,71008
66775,71010
66761,70986
66761,70988
66764,71028
66748,71014
66753,71011
66790,70997
66744,71003
66758,71001
66788,71028
66771,71035
66753,71004
66782,71008
66780,71025
66773,71020
66771,71020
66780,71029
66762,71022
66773,71038
66780,71042
66768,71036
66785,71026
66792,71039
66784,71050
66793,71054
66805,71070
66773,71084
66788,71053
66794,71034
66794,71078
66794,71074
66812,71046
66816,71091
66804,71066
66801,71050
66817,71068
66782,71094
66818,71072
66806,71079
66770,71128
66794,71068
66817,71108
66792,71104
66800,71085
66810,71098
66792,71120
66813,71091
66790,71090
66803,71125
66812,71104
66831,71111
66821,71134
66809,71126
66812,71116
66824,71131
66818,71136
66822,71116
66848,71122
66815,71106
66815,71087
66813,71061
66776,71074
66790,71022
66801,71054
66749,71054
66794,71014
66810,71024
66767,71049
66754,71028
66780,71023
66800,71027
66792,71038
66785,71018
66797,71045
66765,71018
66762,71020
66795,71032
66753,71030
66774,71020
66794,71035
66759,71071
66794,71030
66797,71026
66760,71064
66762,71011
66797,71042
66779,71063
66783,71020
66800,71041
66773,71063
66785,71039
66779,71039
66788,71065
66783,71049
66785,71031
66805,71059
66792,71057
66798,71039
66816,71062
66784,71063
66782,71055
66805,71062
66777,71072
66797,71051
66807,71068
66783,71082
66805,71059
66822,71083
66780,71096
66775,71068
66816,71072
66789,71111
66790,71069
66818,71088
66805,71131
66793,71069
66829,71091
66786,71133
66809,71100
66843,71117
66797,71115
66818,71116
66809,71116
66800,71151
66804,71115
66821,71116
66819,71140
66834,71105
66837,71123
66808,71153
66806,71122
66832,71139
66848,71139
66813,71135
66816,71127
66859,71153
66817,71152
66827,71139
66844,71158
66823,71170
66820,71132
66852,71137
66846,71136
66833,71099
66838,71094
66800,71121
66789,71073
66796,71073
66794,71058
66790,71062
66796,71046
66806,71046
66797,71042
66793,71031
66811,71054
66788,71048
66785,71030
66824,71041
66777,71047
66773,70988
66818,71024
66774,71054
66766,71029
66808,71031
66795,71048
66774,71021
66812,71019
66777,71078
66788,71014
66813,71034
66791,71036
66793,71033
66771,71043
66808,71037
66787,71043
66798,71039
66788,71038
66779,71044
66802,71034
66801,71047
66777,71052
66791,71033
66815,71037
66772,71063
66771,71027
66816,71056
66796,71061
66807,71045
66814,71068
66792,71083
66788,71038
66825,71050
66795,71096
66772,71065
66813,71060
66827,71083
66801,71081
66800,71074
66813,71086
66791,71068
66791,71081
66815,71088
66786,71084
66802,71077
66840,71099
66801,71089
66811,71085
66833,71103
66801,71123
66812,71100
66837,71104
66797,71143
66833,71108
66836,71117
66803,71146
66818,71087
66830,71109
66816,71133
66810,71117
66839,71127
66825,71138
66812,71130
66845,71127
66825,71180
66819,71152
66834,71146
66846,71159
66836,71141
66824,71138
66838,71135
66792,71131
66817,71102
66829,71104
66779,71072
66791,71043
66815,71066
66780,71058
66799,71058
66823,71038
66767,71056
66791,71023
66809,71026
66762,71047
66766,71014
66796,71000
66781,71041
66777,70989
66779,71017
66771,71044
66770,70996
66770,71005
66779,71020
66789,71004
66800,71012
66792,71041
66782,71010
66777,71005
66781,71040
66765,71021
66763,71013
66796,71018
66752,71023
66779,71012
66791,71020
66763,71022
66771,70978
66787,70999
66752,71014
66773,71021
66800,71036
66763,71048
66772,71018
66802,71023
66770,71054
66785,71026
66820,71031
66785,71063
66779,71010
66795,71027
66765,71055
66786,71024
66798,71040
66788,71065
66793,71024
66794,71037
66783,71055
66783,71045
66803,71045
66800,71083
66780,71053
66795,71051
66823,71055
66771,71062
66790,71061
66819,71060
66776,71077
66797,71054
66814,71068
66780,71111
66821,71056
66818,71064
66810,71093
66787,71037
66804,71072
66812,71111
66798,71086
66811,71084
66785,71115
66813,71088
66805,71097
66838,71089
66790,71100
66798,71072
66806,71095
66793,71071
66792,71049
66830,71059
66790,71018
66779,70992
66785,70995
66757,71022
66775,70989
66785,70977
66752,71020
66767,70947
66794,70984
66763,71020
66750,70945
66784,70972
66760,70992
66763,70988
66770,70981
66773,71003
66777,70966
66745,70973
66770,71007
66752,70963
66780,70962
66770,70992
66768,70977
66768,70986
66794,70979
66739,70978
66751,70967
66791,70982
66757,70989
66761,70989
66786,70985
66741,70997
66762,70958
66761,70973
66757,71001
66759,70961
66763,70972
66764,70989
66764,70984
66788,70977
66758,71008
66759,70979
66794,70985
66777,71024
66766,70972
66777,70984
66769,71009
66754,71001
66768,70999
66794,70983
66757,71027
66773,71001
66808,71030
66773,71044
66793,70991
66806,71024
66760,71037
66775,71017
66772,71029
66778,71046
66798,71012
66815,71030
66799,71056
66781,71034
66795,71044
66799,71059
66782,71012
66802,71031
66812,71062
66799,71056
66792,71061
66821,71079
66785,71044
66790,71066
66813,71090
66801,71038
66790,71052
66818,71029
66769,71034
66788,70997
66801,70978
66753,70978
66741,70966
66801,70972
66737,70967
66731,70939
66777,70954
66725,70938
66732,70928
66740,70923
66743,70925
66747,70908
66739,70897
66758,70921
66724,70910
66733,70871
66756,70903
66733,70899
66727,70882
66754,70878
66726,70910
66739,70861
66758,70892
66733,70902
66719,70882
66723,70883
66744,70873
66718,70891
66721,70893
66763,70867
66704,70883
